-6.149187 1.677051
-5.031153 1.677051
-3.913119 1.677051
-2.795085 1.677051
-1.677051 1.677051
-0.559017 1.677051
0.559017 1.677051
1.677051 1.677051
2.795085 1.677051
3.913119 1.677051
5.031153 1.677051
6.149187 1.677051
7.267221 1.677051
8.385255 1.677051
9.503289 1.677051
10.621323 1.677051
-10.621323 2.795085
-9.503289 2.795085
-8.385255 2.795085
-7.267221 2.795085
-6.149187 2.795085
-5.031153 2.795085
-3.913119 2.795085
-2.795085 2.795085
-1.677051 2.795085
-0.559017 2.795085
0.559017 2.795085
1.677051 2.795085
2.795085 2.795085
3.913119 2.795085
5.031153 2.795085
6.149187 2.795085
7.267221 2.795085
8.385255 2.795085
9.503289 2.795085
10.621323 2.795085
-10.621323 3.913119
-9.503289 3.913119
-8.385255 3.913119
-7.267221 3.913119
-6.149187 3.913119
-5.031153 3.913119
-3.913119 3.913119
-2.795085 3.913119
-1.677051 3.913119
-0.559017 3.913119
0.559017 3.913119
1.677051 3.913119
2.795085 3.913119
3.913119 3.913119
5.031153 3.913119
6.149187 3.913119
7.267221 3.913119
8.385255 3.913119
9.503289 3.913119
10.621323 3.913119
-10.621323 5.031153
-9.503289 5.031153
-8.385255 5.031153
-7.267221 5.031153
-6.149187 5.031153
-5.031153 5.031153
-3.913119 5.031153
-2.795085 5.031153
-1.677051 5.031153
-0.559017 5.031153
0.559017 5.031153
1.677051 5.031153
2.795085 5.031153
3.913119 5.031153
5.031153 5.031153
6.149187 5.031153
7.267221 5.031153
8.385255 5.031153
9.503289 5.031153
10.621323 5.031153
-10.621323 6.149187
-9.503289 6.149187
-8.385255 6.149187
-7.267221 6.149187
-6.149187 6.149187
-5.031153 6.149187
-3.913119 6.149187
-2.795085 6.149187
-1.677051 6.149187
-0.559017 6.149187
0.559017 6.149187
1.677051 6.149187
2.795085 6.149187
3.913119 6.149187
5.031153 6.149187
6.149187 6.149187
7.267221 6.149187
8.385255 6.149187
9.503289 6.149187
10.621323 6.149187
-10.621323 7.267221
-9.503289 7.267221
-8.385255 7.267221
-7.267221 7.267221
-6.149187 7.267221
-5.031153 7.267221
-3.913119 7.267221
-2.795085 7.267221
-1.677051 7.267221
-0.559017 7.267221
0.559017 7.267221
1.677051 7.267221
2.795085 7.267221
3.913119 7.267221
5.031153 7.267221
6.149187 7.267221
7.267221 7.267221
8.385255 7.267221
9.503289 7.267221
10.621323 7.267221
-10.621323 8.385255
-9.503289 8.385255
-8.385255 8.385255
-7.267221 8.385255
-6.149187 8.385255
-5.031153 8.385255
-3.913119 8.385255
-2.795085 8.385255
-1.677051 8.385255
-0.559017 8.385255
0.559017 8.385255
1.677051 8.385255
2.795085 8.385255
3.913119 8.385255
5.031153 8.385255
6.149187 8.385255
7.267221 8.385255
8.385255 8.385255
9.503289 8.385255
10.621323 8.385255
-10.621323 9.503289
-9.503289 9.503289
-8.385255 9.503289
-7.267221 9.503289
-6.149187 9.503289
-5.031153 9.503289
-3.913119 9.503289
-2.795085 9.503289
-1.677051 9.503289
-0.559017 9.503289
0.559017 9.503289
1.677051 9.503289
2.795085 9.503289
3.913119 9.503289
5.031153 9.503289
6.149187 9.503289
7.267221 9.503289
8.385255 9.503289
9.503289 9.503289
10.621323 9.503289
-10.621323 10.621323
-9.503289 10.621323
-8.385255 10.621323
-7.267221 10.621323
-6.149187 10.621323
-5.031153 10.621323
-3.913119 10.621323
-2.795085 10.621323
-1.677051 10.621323
-0.559017 10.621323
0.559017 10.621323
1.677051 10.621323
2.795085 10.621323
3.913119 10.621323
5.031153 10.621323
6.149187 10.621323
7.267221 10.621323
8.385255 10.621323
9.503289 10.621323
10.621323 10.621323
